device_id,dev_eui,dev_addr,timestamp,temperature,humidity,barometric_pressure,analog_in_1,analog_in_2,rssi,snr,latitude,longitude,gateway_id,frequency,spreading_factor,bandwidth
device-4418,FDBEF1A4AE6EA523,1A3D61C1,2024-09-11T22:24:26,33.39,42.52,974.9,0.58,4.1,-98,14.14,53.111543,34.321959,benefit-even,869500000,9,250000
device-0889,30B16D853AD9D489,13323B15,2024-11-06T17:44:21,37.38,56.96,1029.3,4.92,2.07,-85,2.53,24.672291,-62.575171,stand-job-office,869500000,11,250000
device-3460,AE111A9D81C628E5,D0B89EAD,2025-02-03T04:09:43,30.56,38.16,1023.7,3.03,1.24,-46,10.23,-0.860538,95.343938,painting-all-beyond,867100000,7,250000
device-1778,C92E7EADBDF514FD,9052F33F,2024-11-10T06:30:12,1.42,40.1,957.9,0.68,0.7,-51,14.95,-36.575767,-107.456753,house-particular,868300000,8,125000
device-4400,3C62FAD437E80960,493A9578,2024-10-08T07:46:50,27.68,74.57,968.8,4.56,3.7,-113,-1.69,73.782383,6.816685,want-direction,867100000,11,125000
device-1920,E790C92C903F7143,A2FC8162,2025-02-25T02:57:14,9.92,11.15,974.3,3.14,4.68,-63,-13.77,41.367306,-119.557938,south-project,869500000,11,125000
device-2042,4F96CD2DADBD7A35,96AEBBA4,2025-02-13T16:13:54,3.38,71.31,1041.1,3.89,4.58,-52,10.9,-10.742635,-97.682008,economic-card,867100000,7,125000
device-0701,1DE83C52B234CE32,CB3B1A28,2024-12-05T05:55:35,30.56,61.99,1025.1,3.32,2.87,-105,13.56,52.54073,-62.631082,with-father-letter,869500000,10,250000
device-0532,BDE62CF63E5049DC,AFAB6EF1,2024-08-19T12:59:05,-9.84,85.63,950.8,1.4,2.75,-32,13.98,52.10701,-163.328969,whose-want-staff,867100000,10,125000
device-4455,2D2144666B2B979D,8A33D724,2025-07-17T09:08:01,29.0,10.44,1031.1,2.29,4.04,-75,11.15,-71.044584,24.116841,organization-notice,869500000,11,125000
device-4304,8AFE4AED9EAC802A,293452D3,2025-01-06T00:56:08,18.74,88.6,1044.2,2.66,3.35,-115,-18.55,20.824407,100.580557,score-which-water,868300000,7,250000
device-1292,AFFC7F1DA6AFF5C7,CD3EE461,2025-06-25T15:58:19,38.86,64.51,969.1,1.76,2.43,-98,-12.72,19.496033,-56.002413,high-already-heart,869500000,10,125000
device-4768,69A622AAF8BBD0BD,FDF5BD35,2024-12-07T14:55:53,43.4,52.75,1034.9,1.41,3.94,-100,-9.25,-87.227301,75.093915,grow-send-kid-mind,868300000,11,250000
device-3310,C2DB9E08137060EB,821BC88C,2024-11-04T11:10:41,32.79,36.54,971.6,0.59,1.06,-74,-17.81,-13.957066,-88.357418,policy-service-fact,867100000,11,125000
device-4302,5C519CBD1AD546DC,811CA1E3,2025-04-08T19:55:24,10.2,88.62,991.5,3.21,1.89,-108,-16.07,-79.810173,30.669702,far-participant,867100000,7,125000
device-2959,8D3CA156DB3BBECA,58CA712D,2024-11-29T18:49:48,44.62,86.66,1036.1,1.73,4.44,-59,-14.61,64.965298,-91.005985,page-event-dinner,868300000,11,125000
device-3626,03C6FDF4EB680272,B2A26D37,2024-12-05T03:18:54,44.17,13.24,1044.9,4.37,2.97,-34,11.87,24.298918,153.658137,financial,869500000,12,125000
device-4225,10BE1E31B0A1C286,4BA43B7D,2024-08-06T21:40:26,13.12,27.69,956.4,2.6,4.22,-65,-0.6,-68.308447,124.614265,approach-smile-idea,868300000,12,250000
device-2476,E92551DA9B36C169,EF5B1B8B,2024-11-17T05:57:40,14.0,35.17,995.5,0.98,1.57,-84,-15.72,-39.745927,-109.6035,well-remember-food,869500000,11,125000
device-2253,30740CB295CE0CD5,3225E6CC,2024-11-22T07:53:39,22.61,25.29,1035.4,4.74,4.75,-57,13.05,14.073486,-89.85476,sure-during,868300000,9,250000
device-1859,36AA20C9B5574E78,C3CDA3A8,2025-06-25T01:50:46,-4.62,82.46,1001.1,1.81,3.5,-75,4.32,-53.53364,88.457917,purpose-current,867100000,12,250000
device-1172,A0748B56641BF1A0,1ABC4C92,2024-07-29T22:05:35,28.29,85.74,1033.7,1.12,3.69,-95,14.97,22.749598,38.891482,need-know-be,867100000,12,125000
device-0850,A961010C9AFED625,7AD77EF2,2024-07-30T00:37:53,31.24,75.99,1006.2,0.9,3.02,-112,3.98,14.196305,4.93641,main-course-hit,869500000,9,250000
device-0379,20263879D6667A18,BAA97837,2025-05-31T11:37:48,41.74,59.39,1003.2,1.77,2.63,-51,-10.35,-37.65197,63.009956,yourself-move-we,868300000,12,250000
device-4695,FE70236A64AEC436,DBE08F32,2024-08-19T16:33:30,38.91,45.79,1009.0,3.39,3.13,-109,-14.75,46.074034,179.02777,simply-certain-and,868300000,11,125000
device-0695,E6115617E67567D7,E5C0EF66,2024-11-18T06:37:25,13.61,86.07,986.7,1.55,2.72,-117,-13.83,59.867919,169.813975,white-make-modern,867100000,10,250000
device-2018,B1DE99CC84A61B55,CBB9845C,2024-07-24T13:44:51,14.51,78.81,1048.3,1.46,2.54,-74,0.54,52.866745,50.824386,politics-chair-word,869500000,8,250000
device-1637,4BDD959F73C8CE2B,1A45F2DA,2024-08-06T21:37:12,41.08,63.32,976.3,1.57,0.93,-41,-7.9,80.925694,-8.452689,car-effect-adult,869500000,9,125000
device-0128,1AB97CD447FF7A18,9640548F,2025-02-03T11:44:16,6.92,88.95,990.0,1.25,0.62,-45,-4.41,-49.687674,22.430302,second-trip-bar,869500000,8,125000
device-0519,BD16B42CB461A597,CC9267C5,2025-04-02T09:14:24,16.56,69.92,985.2,1.63,1.54,-50,-8.86,75.023528,-36.443552,someone-event-fast,869500000,7,125000
device-0364,D66BAF64B4E1532B,37491C75,2025-01-05T04:04:19,7.74,24.73,956.4,4.0,3.12,-48,-12.04,53.767217,158.66898,ten-carry-wish,868300000,8,250000
device-4340,60B8AB6C77ACECAD,66946C5F,2025-07-12T17:36:53,41.53,33.7,1007.9,1.66,5.0,-56,-3.95,-47.608024,-12.681889,else-send-add,869500000,12,250000
device-1548,96349F8BD312EB5A,F3262009,2024-09-20T18:53:43,48.82,42.08,1043.2,2.34,3.31,-87,-5.6,44.902796,-153.975555,cold-international,868300000,11,125000
device-4080,200DEFF4556A9B4B,61CC83C9,2025-05-03T05:58:47,16.38,46.22,957.7,3.81,2.29,-32,4.91,38.021532,35.324421,field-answer,867100000,11,125000
device-0220,1BCEB0B335624F9B,22B1CC19,2025-02-28T22:02:14,-4.85,38.61,1018.6,2.58,2.35,-65,6.98,32.327289,-118.287273,positive-these,869500000,9,125000
device-1034,95DE2DA8C3078B39,9D676C94,2024-11-12T11:28:31,4.58,85.0,974.9,3.66,3.36,-119,-4.72,3.216759,126.621818,area-ability-back,868300000,12,250000
device-2364,8A862B12E6FBE49B,522DEFD2,2025-06-15T06:39:06,-0.83,64.2,1013.9,4.42,4.49,-35,-10.28,-58.638031,-20.30118,fly-participant,868300000,12,125000
device-4708,E42B767B279A2985,4AA17BC0,2025-04-11T17:56:12,18.25,38.33,976.7,2.86,0.53,-32,8.92,-45.155796,-10.753138,we-indeed-structure,868300000,9,125000
device-4358,FCC8B562D09D87DB,05E5F275,2024-11-19T20:20:45,41.59,29.21,957.5,4.9,2.19,-71,-2.07,27.587883,-81.623586,own-ever-western,869500000,12,125000
device-4368,ED9429F351CB7936,F5A46E83,2024-08-10T07:30:08,30.89,83.83,1010.5,4.32,3.38,-82,9.77,-78.824204,-72.150982,teach-side-consumer,868300000,9,125000
device-2438,9DA6B4E0739AE997,4BDFBE85,2024-10-06T07:54:30,39.17,57.92,1029.9,1.59,3.98,-36,11.45,-89.435412,-89.520794,suffer-training,868300000,8,125000
device-0382,E76496641A8115E1,FE0F8756,2025-05-22T18:22:37,33.22,26.23,999.6,2.77,1.54,-53,10.23,-71.523138,121.112665,it-me-her-matter,867100000,10,125000
device-1119,2C902483C8F76B56,1FD65BE2,2025-06-10T00:50:29,25.53,50.72,972.5,0.72,2.81,-110,4.47,-49.600607,-165.145376,drug-write-smile,867100000,7,250000
device-1935,EFBF393243686D2F,BD0ECC5A,2024-11-17T08:16:41,38.5,61.37,1004.6,2.49,4.25,-114,-18.84,-40.400336,-2.653892,relationship-least,868300000,7,250000
device-4685,E4844F2CC75CC8F1,FF60B63D,2025-04-15T14:48:43,23.86,32.58,1045.1,1.35,3.71,-97,-0.26,-0.36186,68.328503,night-officer-coach,869500000,9,125000
device-0044,3F451B7D863096F3,688EF209,2025-06-06T15:59:52,34.41,89.17,1028.1,3.48,3.32,-40,3.57,-37.866522,127.69307,today-process-worry,867100000,9,125000
device-0932,31F33CD7913DF531,AC842867,2025-02-08T23:04:37,20.73,24.9,1009.8,4.08,3.58,-120,-15.67,77.570577,154.90723,two-worker-moment,868300000,8,250000
device-4367,0517C9C8A607DB99,5C4498A1,2025-03-07T03:45:13,48.79,13.46,992.8,3.34,2.84,-106,1.9,16.806837,157.084088,on-stop-couple,869500000,9,125000
device-3729,6F76823AF3D1A358,2BFC2F3E,2025-04-15T02:28:58,-3.63,56.3,1016.9,2.16,1.29,-55,3.32,-6.435355,144.158415,necessary-feeling,868300000,11,125000
device-2362,F26B0AF78B102948,C616A09E,2025-07-17T09:23:22,24.11,66.53,955.7,2.49,3.21,-68,14.26,-3.178167,8.932496,ground-fast,869500000,11,125000
device-0940,CA376F612EEF11D1,CC344E12,2025-02-23T07:15:45,-1.75,43.54,1005.6,2.53,2.07,-48,-16.33,26.258508,-123.234274,democratic-item,867100000,8,125000
device-0966,F884514485AB8C33,4DC71E07,2024-10-08T04:25:29,26.93,37.95,1036.2,1.96,3.96,-43,-5.52,62.453804,-140.851517,available-during,867100000,11,250000
device-3103,71B02D92FE9C0600,C83B78F7,2025-01-21T18:59:14,21.65,39.0,1020.3,1.63,1.74,-84,10.19,84.368866,-20.342921,medical-almost-run,867100000,10,250000
device-0264,68AFCFBFBF2283D5,6E66EAA7,2024-11-22T12:49:23,24.16,29.57,953.9,4.95,2.74,-40,-18.46,-45.546365,-25.641242,more-tax-first,868300000,8,250000
device-1410,D436B9CCEDFB8201,2A69B819,2025-02-10T18:02:57,47.71,19.55,983.9,0.82,2.3,-92,3.08,77.906728,-160.232077,south-page-daughter,867100000,12,250000
device-1298,D833B16A419BC6FF,DF9CEEE0,2024-09-14T03:27:40,20.44,71.41,1040.1,2.24,3.8,-39,0.88,-24.151006,86.229325,nor-soldier-down,868300000,10,250000
device-0605,91FBE51CE530E45A,8A15CAC3,2025-01-06T18:44:42,-4.28,51.61,997.3,0.95,2.66,-68,2.96,6.400584,-97.178233,woman-be-sign,869500000,7,250000
device-4756,18A8D4A12F0082C9,C15C8BC4,2025-03-14T15:47:56,28.77,79.25,1046.8,1.57,1.87,-80,-13.83,-40.260897,-12.737265,mr-case-his-amount,867100000,8,125000
device-4395,00953886537A241A,E8B8F4C1,2024-12-31T12:42:35,26.2,23.48,1022.0,3.81,3.49,-39,8.09,26.828828,19.228206,although-assume,868300000,9,125000
device-4556,69551BC3C4BF15A6,124D37DB,2025-03-20T18:35:55,38.44,22.07,1013.2,1.45,4.49,-31,13.89,87.059342,39.968288,including-may,869500000,9,250000
device-4280,CC1D3711B8E1F3C6,34D5DE22,2024-12-27T05:27:46,35.09,69.34,964.3,4.92,3.93,-100,10.31,7.516926,-15.560177,wall-condition-sit,867100000,7,125000
device-0574,1788693C2D100284,B1420C54,2025-06-01T14:23:07,15.93,55.42,980.8,2.83,1.67,-60,-18.74,-2.214701,-25.211844,certain-challenge,867100000,11,250000
device-4312,AA9F352C8EA65E4F,2C282C80,2024-12-27T11:04:20,-3.76,40.54,1005.7,1.18,2.3,-36,-7.79,-76.813597,-144.227753,gas-mean-program,868300000,12,125000
device-0209,C7BB2FF5784C55EB,5C4719C9,2025-03-14T14:38:02,18.26,89.25,1002.0,1.97,3.27,-33,-8.34,-32.515791,171.598006,team-onto-research,867100000,10,125000
device-0034,5D8007588BB6F486,34B11C41,2024-08-25T22:59:24,37.84,73.26,1030.4,3.0,2.25,-49,10.31,2.624891,-77.62831,consumer-police,868300000,11,250000
device-2291,9F7DA22FF66473BE,BF00346D,2025-07-07T10:12:17,-4.63,53.46,1013.0,0.65,1.01,-61,-18.8,26.489795,85.890869,long-any-later,869500000,10,125000
device-0530,B0998467B3BC35C4,E3E3DD79,2025-05-02T23:28:41,21.94,20.77,1045.2,3.85,0.97,-103,-15.74,31.682789,53.347024,ever-mission-fear,867100000,8,125000
device-4693,68B9A16E9BC7852F,528E59D2,2025-07-14T09:28:25,8.36,18.61,1006.3,3.49,3.83,-95,1.85,48.853081,9.312266,wait-even-reflect,867100000,10,250000
device-3507,0485BF6EB3537238,A93B21B6,2025-03-02T07:34:39,-8.29,32.12,958.4,1.58,2.03,-54,8.49,73.69278,138.123807,tell-billion-my,869500000,8,250000
device-0216,7BB25D5C00976A9E,467333A9,2025-03-28T17:01:31,-0.2,62.49,1040.6,4.46,2.6,-83,-4.55,-41.721103,8.601945,them-light-call,868300000,9,250000
device-1145,5B7BDA0936FA353B,7CC405B2,2024-10-26T06:17:07,31.22,62.58,1036.9,4.92,2.58,-96,-13.54,15.632006,-10.8405,meet-most-several,868300000,11,125000
device-3707,D4766AE7FA49583C,3E253152,2025-02-15T01:10:41,13.06,26.63,989.7,2.16,3.41,-31,5.48,27.088408,-31.787242,cup-price-direction,868300000,10,250000
device-3457,FB30E881C3B335BA,98F43E9A,2024-09-11T18:52:24,31.68,36.38,960.4,2.94,0.6,-74,-18.32,28.074257,-81.24186,table-low-wish,867100000,11,125000
device-0814,BFFD6A58EAA71537,0C151067,2024-12-15T03:42:28,45.06,55.51,953.9,1.65,2.32,-86,-17.92,51.867539,154.566672,like-yet-well,868300000,10,250000
device-3874,88413E1652D0026F,F126BC93,2024-10-13T18:51:30,18.41,36.52,965.5,1.75,4.36,-68,-4.4,-2.165686,124.29757,here-letter-class,868300000,7,125000
device-4676,E6B5EAD63A722290,B6BF37CE,2025-05-16T17:49:58,39.51,57.67,964.1,4.03,1.31,-36,-5.86,-20.842034,105.969211,themselves-magazine,869500000,12,125000
device-0653,8711C542C72724D0,30082962,2025-04-20T06:04:54,-3.66,30.81,980.3,4.0,2.6,-41,-19.49,-52.382737,-92.301853,manage-move-power,868300000,12,125000
device-1296,0EC72ADC553D76B5,650D8ECC,2025-03-23T09:04:49,15.29,73.17,1047.9,1.63,3.77,-79,7.98,-1.86075,-45.881744,evening-rest,867100000,8,250000
device-2072,0978EF8F27C5F657,D6EAB805,2025-04-30T23:36:29,10.87,48.04,951.6,3.19,4.85,-47,-12.18,22.720614,16.990663,plant-she-note-law,868300000,8,125000
device-4241,29BF729A6CA3A12D,B8CC77DA,2024-08-15T18:22:32,48.43,85.73,1021.1,4.07,1.43,-98,-12.33,-27.314766,76.292921,drive-material,867100000,9,250000
device-0135,778736DCF4D6AF53,BE5E8587,2024-10-17T16:25:18,6.04,65.4,1019.4,2.25,0.74,-38,1.89,-22.547117,-76.540091,past-add-attorney,867100000,10,250000
device-2889,C4493574079F7BAB,B468BB89,2025-02-15T22:14:28,25.43,54.06,1011.5,1.12,4.73,-34,11.38,-50.495231,1.174801,address-quite-if,868300000,11,250000
device-3374,2F6AAF1D0C69F892,05E0A938,2025-04-04T16:03:39,13.4,73.19,961.6,4.97,4.95,-73,-6.17,67.59967,-43.176292,few-type-manager,868300000,12,125000
device-2137,F23E1F8CD072AEED,72B2F64C,2024-09-12T13:28:26,47.26,57.47,988.8,4.79,1.41,-106,10.63,5.980613,72.798576,challenge-cup-life,867100000,12,125000
device-1444,7B5A5E93AD70C04E,D23B845A,2025-04-26T11:51:48,-4.86,45.7,1024.0,1.88,4.81,-56,-7.11,65.458279,-58.000332,green-choose-food,868300000,11,250000
device-3766,62C0E0FC33516DF1,56A78FDE,2024-10-16T13:14:52,19.17,13.61,1010.3,2.61,1.54,-104,-2.52,83.197522,155.373538,brother-account,869500000,8,125000
device-1910,1CD73177C5FA016A,DBBBBB5B,2025-07-14T00:57:11,8.26,84.9,1022.7,2.38,4.58,-78,14.32,-85.793365,14.497946,friend-card-night,867100000,7,250000
device-4469,F17B07AB3FB62F53,0B7BC2B9,2025-04-20T23:06:26,38.23,16.88,1027.1,4.99,0.58,-102,-11.76,-39.670686,112.060272,great-fear-party,869500000,7,125000
device-2206,D8C2A6B187C179C0,356EA918,2024-11-17T22:01:53,49.87,63.96,977.3,2.12,1.79,-63,-3.81,15.788735,-87.542296,yeah-glass-mrs,867100000,9,250000
device-2165,21C9D57E0464E347,6BF890CC,2025-04-22T20:37:53,49.55,69.43,1023.9,2.55,2.52,-49,13.25,24.531517,175.046167,degree-news,869500000,7,250000
device-3241,C5FEB9AFF1754430,7F852795,2024-10-17T19:55:43,-3.03,77.56,1019.8,4.18,3.21,-82,8.95,14.676324,-125.350164,art-memory-new,869500000,11,250000
device-3222,DD225DC910C9A92E,D0157F32,2025-03-26T08:33:29,15.88,60.78,985.8,2.33,1.05,-111,7.64,31.060032,-66.43405,would-it-question,869500000,9,125000
device-2865,68849B4913D9C4BC,B7EB8CE8,2025-02-02T11:18:08,21.37,60.48,974.1,2.4,0.73,-109,-9.68,74.408818,25.52279,political-see,867100000,9,125000
device-2739,9264241D8A27350B,18C3A789,2024-09-10T20:36:26,45.72,66.99,1000.8,0.64,4.64,-39,8.79,-83.940572,-110.772416,east-set-design,869500000,10,125000
device-1054,1547A9EF257CE3ED,2A4C8D4F,2025-06-26T18:08:49,21.57,13.93,978.9,4.64,4.89,-80,2.19,41.887577,-25.270355,pressure-visit-dog,868300000,7,125000
device-3029,FA4D91157D33C32D,466C7AAB,2025-01-18T18:41:28,31.23,86.51,1026.1,0.82,2.04,-74,8.95,-23.945185,9.158424,economic-argue-cold,869500000,12,125000
device-2423,7B242BA94D7D53B5,47AD07B0,2025-06-29T00:44:03,-0.24,43.06,1006.2,4.08,0.58,-76,5.7,30.505132,-120.078551,fire-data-summer,869500000,7,125000
device-0665,6FA3648F6F9C3F50,DC3B420A,2024-08-10T10:16:56,-6.03,60.77,993.3,1.88,1.01,-46,12.37,66.860223,153.580253,news-spring-office,867100000,12,250000
device-0294,7B0D40F21C8EBC8A,4D8F80D7,2025-03-07T18:31:20,2.75,67.21,1005.9,1.1,1.36,-42,-7.34,45.692593,-58.449365,wear-nor-matter,867100000,9,250000
device-4428,CB1A2534D8DD4DC4,396552E1,2024-09-09T19:19:00,16.81,81.56,1043.2,2.07,2.25,-33,-2.93,16.520796,49.254497,president-increase,867100000,12,125000
device-3530,850C2745DE8B3A65,EB7AEE43,2024-12-25T22:25:26,-3.5,14.9,1030.8,1.15,1.87,-76,-5.74,58.163857,-91.581641,clearly-something,869500000,10,125000
device-1151,52143303C46303CD,F89A220D,2024-08-07T11:46:02,30.45,29.79,1000.5,2.99,2.35,-94,-11.87,-76.610522,99.462244,subject-its-age,867100000,7,250000
device-4843,65A25E4D5EC2B0CF,4E0C9BCD,2024-08-27T17:24:32,18.63,59.34,988.5,0.63,4.16,-101,-9.49,-73.171737,-130.033827,memory-executive,867100000,12,250000
device-4192,CB290BFFEF9A879D,ED0B8077,2024-09-02T12:28:57,32.09,51.84,997.2,3.42,1.36,-50,-0.14,-84.570375,-60.977829,republican-behind,869500000,12,250000
device-2064,F45257F30CEAF970,73600F37,2024-09-11T03:17:44,0.05,73.47,990.9,2.95,4.97,-98,-0.1,7.60692,-127.083206,far-vote-attention,868300000,12,250000
device-4798,94B8E42726CAC9B6,4C17F79A,2025-03-20T03:25:32,26.29,43.98,1041.0,0.7,3.71,-80,2.92,-24.755524,-7.833595,will-sign-girl,868300000,12,250000
device-3261,883A39CE7A1A514E,1EF545E3,2024-09-15T19:54:04,5.74,34.82,1022.9,3.45,2.25,-84,-11.31,82.69143,-45.058654,although-wish,867100000,7,250000
device-1055,F19F91673DA9CB44,0A9565D2,2025-02-11T07:36:05,-8.01,45.38,1038.4,1.26,0.68,-75,-10.83,-87.944902,-117.633838,identify-popular,869500000,7,125000
device-4007,5CAD3F8DEAF62A89,5930AD6D,2025-06-24T15:03:11,29.17,12.5,1035.2,0.55,1.52,-111,10.89,-87.873766,10.605424,sure-office,867100000,11,250000
device-4842,CDE0B04D8113E74C,9599C366,2025-03-06T09:00:01,-5.46,30.17,1021.4,0.58,1.53,-39,12.35,72.488864,-135.607763,investment-later,869500000,7,250000
device-0050,8C49201DCBC6F19A,1F724928,2024-12-25T10:50:10,16.43,85.21,1041.2,0.94,3.54,-117,-4.6,-65.870989,110.530137,feeling-main,868300000,12,250000
device-4117,505E1C0ACBA4C938,E01712CD,2025-04-04T20:42:28,25.02,27.31,996.0,0.67,4.83,-66,8.17,42.687838,162.791076,practice-bit,868300000,10,125000
device-0841,D1FBF1B28E393CEC,1D9D0E3C,2024-10-10T17:28:04,46.01,48.74,1048.9,0.81,0.95,-118,-9.52,-29.850362,-10.875823,opportunity-threat,869500000,8,250000
device-3294,A2264849FB110257,646E6D52,2025-01-12T17:05:58,-1.97,55.02,1000.1,3.87,0.76,-120,-0.94,8.402414,-21.433545,my-lawyer-too,867100000,11,125000
device-2742,1608F994AFFB9767,5C8922A4,2025-06-12T03:29:05,14.03,21.84,1039.4,2.41,4.35,-81,2.29,-48.343753,-178.353763,education-lawyer,869500000,9,125000
device-0691,0246BFA9B1B4DD18,81BA07B6,2024-12-11T08:06:53,28.91,27.93,1018.7,3.67,2.79,-58,11.63,5.5516,-47.592123,event-just-realize,867100000,11,125000
device-2245,36F8E10260AC91E8,9DA7D62B,2025-03-31T15:58:22,40.04,72.75,1016.0,2.83,4.59,-71,-15.03,-16.343372,-122.952353,then-choice-choose,868300000,7,125000
device-0895,720F1B39A71E14A0,90707A3C,2024-09-16T07:03:53,19.67,17.98,993.4,2.94,2.49,-113,-1.25,-56.187422,80.038898,group-manager,867100000,8,125000
device-4568,AE35A5AF2E23E457,09322A8B,2024-08-28T11:17:52,32.14,74.35,1031.6,2.75,3.38,-75,8.91,58.001851,111.015032,arrive-agency,869500000,9,250000
device-4317,19FFEDF4C8238E2F,730BECAF,2024-08-11T17:08:23,31.93,17.78,955.9,4.54,3.78,-49,-18.55,28.462265,-154.862772,management-offer,867100000,9,125000
device-1570,0FC36C3E5E36BDBC,23F79467,2024-10-30T22:45:52,23.51,21.92,999.8,4.44,2.93,-88,-0.55,34.090067,-86.078859,past-success-today,867100000,11,250000
device-3170,0548028929B1217F,D7A640FA,2025-05-08T02:04:16,-4.75,85.55,967.2,3.0,4.91,-82,-11.94,65.842383,129.74645,up-ready-exactly,868300000,11,125000
device-0656,E7AB942E35487A6E,036D7919,2025-04-14T21:53:36,38.44,58.44,977.6,4.05,0.98,-63,7.23,-37.599163,168.453746,executive-feeling,868300000,9,125000
device-0385,340E946A1E94BAAA,ED6970F2,2025-01-16T04:39:20,40.54,30.46,972.3,4.17,1.91,-53,14.92,-49.813857,-142.917806,sense-east-number,867100000,11,250000
device-1320,C90A1CEFDB2B7513,3CB4EC09,2025-05-26T01:21:13,29.17,26.44,1039.1,4.94,3.59,-119,6.62,-28.096303,131.418976,sister-southern-box,867100000,7,250000
device-1683,2265205CE0BA3AE0,8100E865,2025-03-23T02:16:28,18.81,61.57,1006.9,3.23,4.6,-57,4.69,-86.895239,-140.959266,improve-chance,868300000,7,250000
device-2093,A9149BF4C8622110,718B7D4B,2024-07-19T23:08:31,8.64,52.43,956.2,0.58,2.56,-84,-5.28,-57.377242,169.226988,remain-plan-over,869500000,7,125000
device-0187,F767B46C42EF35EA,0904B26C,2024-09-29T12:15:48,-9.21,72.32,1019.9,4.04,1.29,-50,-13.77,-73.237092,-97.596576,far-open-help-able,868300000,10,250000
device-2414,CE4E418C95BB7656,A423390A,2025-07-15T15:15:35,35.58,63.73,1013.3,2.76,4.05,-88,4.34,-53.894966,-82.296035,old-on-challenge,869500000,11,125000
device-1114,3202456F6C8BEB61,DE4C3B3D,2025-06-04T23:06:56,17.08,61.82,1015.9,2.29,1.71,-33,-8.79,-53.879332,103.885683,attention-painting,868300000,11,250000
device-2048,5E63A7468814EF80,6A81EADD,2025-06-27T07:48:45,5.92,55.5,969.8,4.03,4.22,-72,-7.68,-87.866852,81.045326,play-war-upon-woman,867100000,12,250000
device-2457,31D59CB31C1649F4,3C956DA4,2024-12-22T03:55:57,45.46,44.11,1028.4,1.32,4.1,-102,-4.58,-28.158324,-179.3928,administration,868300000,12,250000
device-0501,7EA734F1AF5C3B7D,ABD9BF1E,2024-12-12T16:57:07,40.98,14.26,1020.8,2.34,2.22,-33,-2.09,-65.696209,49.59973,will-worker-writer,869500000,9,250000
device-0048,21D95C2EFAF2B6A3,3ED6D575,2025-05-23T00:24:30,8.46,25.72,1049.9,4.91,1.15,-63,0.41,-9.180507,144.646993,able-finish-threat,868300000,12,125000
device-2931,EFE22EAF778591A6,3BD0E2B4,2024-12-21T12:38:45,19.1,45.96,1034.9,3.36,3.75,-38,-10.04,-26.306891,-65.514534,possible-because,869500000,12,125000
device-2451,AA45CF7EDD6FCBBE,0EDD2531,2025-07-02T15:29:12,37.53,13.06,1031.7,2.01,2.57,-85,-14.57,84.975431,-60.22191,behavior-hospital,867100000,7,250000
device-2953,1EAF32A6812D8D23,EB688AFF,2024-09-30T01:30:49,46.35,32.49,1005.8,0.84,3.97,-93,-8.07,2.160218,105.078998,reason-direction,869500000,10,250000
device-1328,431E36FAA24AD41A,5E52B9CF,2025-03-22T02:20:18,40.96,84.41,999.3,2.2,4.22,-81,12.12,-64.117608,-56.691177,join-this,869500000,10,250000
device-3617,BB4A92237B1278D5,B9CC786D,2024-07-22T20:04:25,-0.84,72.78,968.5,2.14,0.61,-39,9.93,14.086063,178.529466,wish-tough-property,868300000,9,125000
device-2226,90CD0705DF4B8D1A,3186951A,2025-04-14T05:59:04,35.55,72.29,1003.3,2.11,2.91,-80,4.76,45.188235,58.069481,customer-its-voice,868300000,10,250000
device-2062,220639C200C8FE36,4A4FC248,2025-02-19T01:47:56,10.5,21.7,1004.7,1.63,2.84,-31,13.95,-0.519813,-176.004267,should-recent-local,867100000,9,125000
device-1093,D4B16BA0759CDC17,D167DE37,2024-07-24T06:20:24,31.26,35.1,961.3,1.32,4.39,-71,-10.1,37.233904,107.038381,child-study-pass,867100000,8,250000
device-1858,70057EA39681FE01,295162CA,2025-05-01T18:17:01,16.87,73.8,1032.1,2.78,3.07,-47,-5.37,-56.912721,97.188419,guy-everyone-degree,867100000,10,250000
device-0408,5C98A69FCFB2B1A7,BF2BF828,2025-07-15T05:46:47,19.22,10.78,1032.8,1.72,1.75,-68,-9.79,-75.786271,33.53397,start-we-figure,869500000,12,125000
device-4878,86B10D2B81229B66,71972CA1,2025-01-23T02:11:40,39.68,68.41,1008.8,3.34,3.61,-31,-2.46,0.929385,134.498671,save-pull-fund-full,868300000,7,250000
device-2206,5BE5B29506667612,F71B2070,2025-01-12T04:42:39,18.52,18.19,977.7,4.02,1.17,-54,0.99,-15.119365,-47.933134,least-unit-peace,869500000,9,125000
device-1081,2566F840893C926A,3278959B,2025-05-25T08:30:32,47.18,88.1,1002.6,2.58,4.9,-113,14.5,-19.701205,119.071151,government-return,868300000,12,125000
device-2879,6E1B544C316CBF64,433B8F3C,2025-06-29T01:50:01,11.58,24.37,1007.1,1.03,1.09,-48,-0.56,6.12813,-131.934142,good-tax,869500000,11,125000
device-0706,A7C3F666C38C9DFB,DBD12D0C,2024-11-16T01:29:11,-2.11,24.26,1010.4,1.98,2.77,-98,-8.8,89.339922,112.233311,quickly-discuss-tv,869500000,12,250000
device-2512,C2797B820D80E595,A7BCB0CC,2025-01-30T20:32:08,15.62,29.81,1020.5,4.07,1.66,-65,-12.22,23.017457,-92.60364,director-financial,869500000,8,250000
